area_type,availability,size,society,location,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,2 BHK,Icingpy,Fatima Nagar,674,2,1,29
Super built-up  Area,Ready To Move,3 BHK,AdndeBe,Fergusson College Road,1405,2,1,78
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,Ganesh Peth,1160,2,2,44.08
Plot  Area,Ready To Move,4 Bedroom,,Ganeshkhind,1600,3,1,172
Super built-up  Area,21-Mar,3 BHK,Oztarol,Ghorpade Peth,1790,3,2,127
Super built-up  Area,18-May,2 BHK,Prarkun,Ghorpadi,1128,2,1,65.65
Super built-up  Area,Ready To Move,2 BHK,Arentpa,Gokhale Nagar,1180,2,1,70
Built-up  Area,Ready To Move,3 BHK,,Gultekdi,1450,2,2,85
Built-up  Area,18-Mar,1 BHK,,Guruwar peth,340,1,1,10
Built-up  Area,Ready To Move,4 Bedroom,,Hadapsar,2000,3,1,166
Super built-up  Area,Ready To Move,2 BHK,,Hadapsar Industrial Estate,1050,2,2,53.5
Super built-up  Area,Ready To Move,2 BHK,Pethaai,Hingne Khurd,1125,2,2,40
Super built-up  Area,Ready To Move,2 BHK,Prlla C,Jangali Maharaj Road,1246,2,1,68
Super built-up  Area,Ready To Move,2 BHK,SrisePo,Kalyani Nagar,1372,2,1,61
Super built-up  Area,Ready To Move,3 BHK,Aklia R,Karve Nagar,1330,2,1,56
Super built-up  Area,19-Dec,3 BHK,She 2rk,Karve Road,2465,5,2,234
Super built-up  Area,Ready To Move,2 BHK,,Kasba Peth,1300,2,3,55
Plot  Area,Ready To Move,2 Bedroom,,Katraj,1420,1,0,220
Plot  Area,Ready To Move,4 Bedroom,,Khadaki,810,4,1,50
Super built-up  Area,Ready To Move,2 BHK,Unm 2El,Khadki,1065,2,1,35
Built-up  Area,Ready To Move,2 BHK,,Kharadi,700,2,0,27
Carpet  Area,18-Mar,2 BHK,Arcia S,Kondhwa,547.34 - 827.31,2,0,42.72
Super built-up  Area,Ready To Move,2 BHK,Viiniai,Kondhwa Budruk,1050,2,1,45
Super built-up  Area,18-Apr,3 BHK,,Kondhwa Khurd,1250,3,3,39.5
Built-up  Area,Ready To Move,2 BHK,Palleon,Koregaon Park,865,2,0,42
Super built-up  Area,Ready To Move,2 BHK,,Kothrud,1200,2,2,44
Built-up  Area,Ready To Move,3 BHK,NRnoral,Law College Road,1756,3,3,100
Plot  Area,Ready To Move,9 Bedroom,,Laxmi Road,750,8,,150
Super built-up  Area,Ready To Move,1 BHK,Ardanru,Lulla Nagar,628,1,1,24
Plot  Area,Ready To Move,7 Bedroom,,Mahatma Gandhi Road,1200,6,2,195
Super built-up  Area,Ready To Move,2 BHK,,Mangalwar peth,1207,2,2,63
Super built-up  Area,Ready To Move,3 BHK,KlarkBe,Manik Bagh,1765,3,1,125
Built-up  Area,18-Dec,2 BHK,,Market yard,1130,2,1,32.64
Super built-up  Area,18-Jun,3 BHK,Ozana U,Model colony,1532,3,3,92
Built-up  Area,Ready To Move,3 BHK,DSncele,Mukund Nagar,1650,3,0,110
Built-up  Area,18-May,4 Bedroom,,Mundhawa,1200,4,2,105
Carpet  Area,18-Dec,2 BHK,Rosha I,Nagar Road,804.1,2,1,69.09
Super built-up  Area,18-Apr,2 BHK,,Nana Peth,1200,2,2,75
Super built-up  Area,Ready To Move,2 BHK,,Narayan Peth,1197,2,2,50
Built-up  Area,Ready To Move,2 BHK,Paarklu,Narayangaon,1200,2,2,66
Super built-up  Area,Ready To Move,3 BHK,Shony S,Navi Peth,1385,2,2,48.48
Super built-up  Area,Ready To Move,2 BHK,Cearkry,Padmavati,1010,2,3,148
Super built-up  Area,Ready To Move,3 BHK,UKe 2nz,Parvati Darshan,2225,3,3,115
Super built-up  Area,Ready To Move,2 BHK,Niimet ,Pashan,1180,2,2,48
Super built-up  Area,Ready To Move,3 BHK,,Paud Road,1525,2,3,122
Super built-up  Area,Ready To Move,2 BHK,,Pirangut,1100,2,2,31.5
Super built-up  Area,Ready To Move,3 BHK,,Prabhat Road,1435,3,3,70
Built-up  Area,Ready To Move,1 BHK,Jae 2hu,Pune Railway Station,400,1,1,14
Super built-up  Area,Ready To Move,2 BHK,Asene S,Rasta Peth,1200,2,2,50
Super built-up  Area,21-Mar,2 BHK,PritaDo,Raviwar Peth,1272,2,1,95.05
Super built-up  Area,Ready To Move,2 BHK,SSthamh,Sadashiv Peth,1205,2,1,39
Built-up  Area,Ready To Move,2 BHK,ARomee ,Sahakar Nagar,980,2,1,40
Super built-up  Area,18-May,2 BHK,,Salunke Vihar,1225,2,2,46.86
Built-up  Area,Ready To Move,3 BHK,,Sasson Road,1541,3,1,72
Super built-up  Area,Ready To Move,3 BHK,DNeremo,Satara Road,1610,2,2,111
Super built-up  Area,Ready To Move,2 BHK,Tahtsla,Senapati Bapat Road,1694,2,2,125
Plot  Area,Ready To Move,3 Bedroom,,Shaniwar Peth,600,3,2,75
Super built-up  Area,Ready To Move,2 BHK,Baowsig,Shivaji Nagar,950,2,1,39
Super built-up  Area,Ready To Move,3 BHK,Laderav,Shukrawar Peth,1560,2,3,66
Super built-up  Area,Ready To Move,2 BHK,,Sinhagad Road,1201,2,2,27
Plot  Area,Ready To Move,2 Bedroom,,Somwar Peth,1500,2,1,60
Super built-up  Area,Ready To Move,3 BHK,,Swargate,1785,3,2,75
Built-up  Area,Ready To Move,2 BHK,,Tilak Road,1258,2,1,63.53
Super built-up  Area,Ready To Move,2 BHK,CoapeSo,Uruli Devachi,910,2,2,42
Super built-up  Area,Ready To Move,2 BHK,,Vadgaon Budruk,1297,2,2,112
Super built-up  Area,Ready To Move,2 BHK,Vangsld,Wadgaon Sheri,1291,2,3,49
Built-up  Area,Ready To Move,2 BHK,,Viman Nagar,1070,2,2,42
Super built-up  Area,Ready To Move,2 BHK,Soamsay,Vishrant Wadi,1012,2,1,66.5
Super built-up  Area,Ready To Move,2 BHK,,Wagholi,1260,2,3,57.6
Super built-up  Area,Ready To Move,2 BHK,Maantr ,Wakadewadi,1282,2,2,72
Super built-up  Area,Ready To Move,3 BHK,Puestol,Wanowrie,1843,3,2,92.15
Plot  Area,Ready To Move,4 Bedroom,,Warje,2400,3,,200
Built-up  Area,Ready To Move,5 Bedroom,Theanmp,Yerawada,3356,5,2,105
Super built-up  Area,19-Mar,4 BHK,Raard B,Alandi Road,2790,5,3,198
Super built-up  Area,Ready To Move,2 BHK,BrontLa,Ambegaon Budruk,1330,2,1,86.98
Super built-up  Area,Ready To Move,3 BHK,A rtsai,Anandnagar,1400,2,1,73
Built-up  Area,18-Dec,2 BHK,,Aundh,1192,2,1,71
Built-up  Area,Ready To Move,2 BHK,,Aundh Road,1000,2,1,130
Super built-up  Area,Ready To Move,2 BHK,Prtanha,Balaji Nagar,1297,2,2,103
Super built-up  Area,19-Jul,1 BHK,Sasta S,Baner,580 - 650,1,0,17.835
Super built-up  Area,21-Jun,3 BHK,Saahaat,Baner road,1490,3,2,100
Super built-up  Area,Ready To Move,3 BHK,MJeusyl,Bhandarkar Road,1373,3,2,72
Super built-up  Area,Ready To Move,2 BHK,,Bhavani Peth,1035,2,1,41.39
Plot  Area,Ready To Move,4 Bedroom,,Bibvewadi,3750,4,0,210
Super built-up  Area,Ready To Move,2 BHK,,Bopodi,1010,2,1,40.39
Built-up  Area,Ready To Move,2 BHK,,Budhwar Peth,1195,2,1,42
Super built-up  Area,Ready To Move,3 BHK,Klort C,Bund Garden Road,1750,3,2,95
Super built-up  Area,Ready To Move,2 BHK,A idse ,Camp,1052,2,2,50
Super built-up  Area,Ready To Move,2 BHK,,Chandan Nagar,1180,2,2,58
Built-up  Area,Ready To Move,5 Bedroom,,Dapodi,3680,4,2,440
Built-up  Area,Ready To Move,3 BHK,,Deccan Gymkhana,2100,3,2,73
Built-up  Area,18-Mar,4 Bedroom,,Dehu Road,2863,4,1,140
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,Dhankawadi,1128,2,2,38.24
Built-up  Area,Ready To Move,3 BHK,,Dhayari Phata,2700,3,1,450
Super built-up  Area,18-Jul,2 BHK,DSvvyx ,Dhole Patil Road,1120,2,2,33.6
Built-up  Area,Ready To Move,3 BHK,,Erandwane,2424,3,2,90
Built-up  Area,Ready To Move,2 BHK,,Fatima Nagar,1300,2,1,60
Super built-up  Area,Ready To Move,2 BHK,SPavenc,Fergusson College Road,1090,2,2,32.69
Built-up  Area,Ready To Move,3 Bedroom,,Ganesh Peth,2710,3,1,251
Plot  Area,Ready To Move,2 Bedroom,,Ganeshkhind,3040,1,1,180
Super built-up  Area,Ready To Move,3 BHK,SLnssPr,Ghorpade Peth,1330,2,2,46.55
Super built-up  Area,18-Jul,3 BHK,PuendWe,Ghorpadi,1427,2,1,80.63
Super built-up  Area,18-Aug,3 BHK,,Gokhale Nagar,1294,2,2,48
Built-up  Area,Ready To Move,3 BHK,Vantspa,Gultekdi,1580,3,2,75
Plot  Area,Ready To Move,5 Bedroom,,Guruwar peth,400,5,1,200
Plot  Area,Ready To Move,3 Bedroom,FiriaVi,Hadapsar,1808,4,2,80.27
Super built-up  Area,Ready To Move,4 BHK,PhestOn,Hadapsar Industrial Estate,3516,4,3,540
Super built-up  Area,Ready To Move,2 BHK,Peide L,Hingne Khurd,1194,2,2,47
Super built-up  Area,21-Dec,2 BHK,PrarePa,Jangali Maharaj Road,900,2,1,46
Super built-up  Area,Ready To Move,3 BHK,,Kalyani Nagar,1310,2,3,50
Super built-up  Area,21-Oct,2 BHK,PrarePa,Karve Nagar,900,2,1,46
Built-up  Area,Ready To Move,4 Bedroom,,Karve Road,3850,6,3,195
Plot  Area,Ready To Move,7 Bedroom,,Kasba Peth,925,7,3,88
Super built-up  Area,16-Dec,2 BHK,,Katraj,2400,1,1,150
Super built-up  Area,Ready To Move,2 BHK,,Khadaki,1290,2,3,100
Built-up  Area,Ready To Move,6 Bedroom,,Khadki,3770,6,3,110
Super built-up  Area,Ready To Move,3 BHK,Cemesti,Kharadi,1390,3,1,120
Plot  Area,Ready To Move,4 Bedroom,,Kondhwa,1200,4,2,72
Built-up  Area,Ready To Move,2 BHK,Prityel,Kondhwa Budruk,845,2,1,33
Super built-up  Area,Ready To Move,3 BHK,Niareum,Kondhwa Khurd,1537,3,3,120
Super built-up  Area,Ready To Move,2 BHK,,Koregaon Park,1135,2,2,68
Super built-up  Area,19-Dec,3 BHK,Caycend,Kothrud,1512,3,2,75.77
Super built-up  Area,Ready To Move,2 BHK,,Law College Road,900,2,1,55
Super built-up  Area,Ready To Move,3 BHK,DLhtsen,Laxmi Road,1230,3,3,54
Super built-up  Area,18-Apr,3 BHK,MNtha A,Lulla Nagar,1378,2,3,42.33
Super built-up  Area,17-Oct,2 BHK,Asarqz ,Mahatma Gandhi Road,1277,2,1,61.3
Super built-up  Area,19-Jun,3 BHK,Raard B,Mangalwar peth,1985,4,2,189
Plot  Area,Ready To Move,5 Bedroom,,Manik Bagh,8000,5,,500
Super built-up  Area,Ready To Move,2 BHK,SVmesVi,Market yard,1210,2,2,62
Super built-up  Area,Ready To Move,2 BHK,,Model colony,890,2,,40
Plot  Area,Ready To Move,9 Bedroom,,Mukund Nagar,2550,9,0,360
Plot  Area,Ready To Move,4 Bedroom,,Mundhawa,1200,5,2,110
Built-up  Area,Ready To Move,4 BHK,AWharde,Nagar Road,3198,4,3,200
Super built-up  Area,Ready To Move,3 BHK,,Nana Peth,1464,3,2,56
Super built-up  Area,Ready To Move,4 BHK,Prersis,Narayan Peth,2483,5,2,215
Plot  Area,Ready To Move,4 Bedroom,,Narayangaon,1550,4,2,130
Super built-up  Area,Ready To Move,4 BHK,Vaunei ,Navi Peth,4111,4,1,310
Super built-up  Area,Ready To Move,2 BHK,SNncypa,Padmavati,975,2,2,37.5
Super built-up  Area,Ready To Move,3 BHK,,Parvati Darshan,2500,3,1,250
Super built-up  Area,Ready To Move,3 BHK,PuoodSk,Pashan,1690,3,1,125
Super built-up  Area,18-May,2 BHK,SStusan,Paud Road,1063,2,1,31.89
Plot  Area,Ready To Move,3 Bedroom,,Pirangut,2572,3,3,390
Carpet  Area,Ready To Move,3 BHK,,Prabhat Road,2200,4,,350
Built-up  Area,Ready To Move,3 BHK,InockHo,Pune Railway Station,1600,3,0,80
Super built-up  Area,18-May,3 BHK,,Rasta Peth,1250,3,1,39.5
Super built-up  Area,Ready To Move,1 BHK,Prtusth,Raviwar Peth,520,1,0,19.5
Super built-up  Area,Ready To Move,4 BHK,PueraRi,Sadashiv Peth,4000,5,,212
Built-up  Area,Ready To Move,3 BHK,Keids O,Sahakar Nagar,1390,3,2,68
Super built-up  Area,18-May,2 BHK,SSdhimr,Salunke Vihar,1185,2,2,40
Super built-up  Area,Ready To Move,2 BHK,KVersuj,Sasson Road,1219,2,2,48
Super built-up  Area,18-Dec,3 BHK,Sanzaat,Satara Road,1564,2,1,92
Super built-up  Area,Ready To Move,4 BHK,DSndsod,Senapati Bapat Road,3425 - 3435,6,0,228.5
Super built-up  Area,Ready To Move,2 BHK,Sancei ,Shaniwar Peth,1100,2,2,37.1
Built-up  Area,Ready To Move,3 BHK,Esale O,Shivaji Nagar,1300,2,0,60
Plot  Area,Ready To Move,3 Bedroom,,Shukrawar Peth,1600,2,0,80
Built-up  Area,Ready To Move,3 Bedroom,,Sinhagad Road,1600,3,2,75
Super built-up  Area,19-Mar,3 BHK,Puachal,Somwar Peth,1482,2,1,92
Plot  Area,18-May,3 Bedroom,MGave E,Swargate,1000,4,3,66
Super built-up  Area,Ready To Move,2 BHK,,Tilak Road,1200,2,3,53
Plot  Area,Ready To Move,3 Bedroom,,Uruli Devachi,600,3,2,75
Super built-up  Area,Ready To Move,2 BHK,,Vadgaon Budruk,1200,2,0,58
Plot  Area,Ready To Move,6 Bedroom,,Wadgaon Sheri,600,4,0,60
Built-up  Area,Ready To Move,3 Bedroom,,Viman Nagar,2400,3,0,160
Super built-up  Area,19-Dec,3 BHK,PrensKe,Vishrant Wadi,1469,3,1,89
Super built-up  Area,22-Mar,1 BHK,,Wagholi,551,1,1,30
Super built-up  Area,19-Dec,2 BHK,,Wakadewadi,1160,2,1,52
Super built-up  Area,Ready To Move,2 BHK,Soresea,Wanowrie,1205,2,1,78.5
Built-up  Area,Ready To Move,3 BHK,,Warje,1550,2,3,52
Super built-up  Area,Ready To Move,3 BHK,MauilTr,Yerawada,1745,3,2,125
Super built-up  Area,Ready To Move,2 BHK,Kamesar,Alandi Road,1028,2,1,42
Super built-up  Area,Ready To Move,3 BHK,CaaveEn,Ambegaon Budruk,1700,3,1,180
Super built-up  Area,Ready To Move,3 BHK,NadriNe,Anandnagar,1200,2,1,34
Super built-up  Area,Ready To Move,3 BHK,Soianal,Aundh,2700,4,1,270
Built-up  Area,Ready To Move,2 BHK,BSarknd,Aundh Road,1100,2,2,50
Plot  Area,Ready To Move,2 Bedroom,,Balaji Nagar,1200,3,1,72
Super built-up  Area,Ready To Move,2 BHK,Dural C,Baner,1269.72,2,2,68
Super built-up  Area,Ready To Move,2 BHK,SJmesst,Baner road,1266,2,2,59
Super built-up  Area,Ready To Move,2 BHK,Srkha S,Bhandarkar Road,1060,2,1,62
Plot  Area,Ready To Move,3 Bedroom,Copust ,Bhavani Peth,1168,3,0,70
Super built-up  Area,Ready To Move,2 BHK,Sancya ,Bibvewadi,1552,2,1,51
Super built-up  Area,18-May,3 BHK,Sodgere,Bopodi,1804 - 2273,3,0,120
Super built-up  Area,Ready To Move,1 BHK,Jae 1hu,Budhwar Peth,500,1,1,17
Super built-up  Area,Ready To Move,2 BHK,,Bund Garden Road,1080,2,2,43.2
Plot  Area,Ready To Move,4 Bedroom,,Camp,2100,4,,155
Super built-up  Area,Ready To Move,2 BHK,Shntsan,Chandan Nagar,1300,2,2,65
Built-up  Area,Ready To Move,2 BHK,SNavenc,Dapodi,920,2,2,33
Plot  Area,Ready To Move,4 Bedroom,,Deccan Gymkhana,817,2,1,120
Built-up  Area,Ready To Move,2 BHK,SrEndPo,Dehu Road,1310,2,1,50
Super built-up  Area,Ready To Move,3 BHK,,Dhankawadi,1650,2,1,75
Super built-up  Area,Ready To Move,3 BHK,DSidePr,Dhayari Phata,1515,3,3,93.93
Super built-up  Area,18-Dec,2 BHK,Prllsan,Dhole Patil Road,1157,2,1,53.8
Super built-up  Area,Ready To Move,4 BHK,,Erandwane,2400,5,1,85
Super built-up  Area,Ready To Move,4 BHK,Siisega,Fatima Nagar,3000,4,3,160
Super built-up  Area,Ready To Move,3 BHK,,Fergusson College Road,2200,2,1,162
Built-up  Area,19-Dec,2 BHK,,Ganesh Peth,1243,2,1,58
Super built-up  Area,Ready To Move,3 BHK,Sovar S,Ganeshkhind,1530,2,2,74.39
Super built-up  Area,Ready To Move,3 BHK,HRnyaAn,Ghorpade Peth,2070,3,3,162
Built-up  Area,Ready To Move,3 BHK,PrrloMo,Ghorpadi,1815,3,2,82
Super built-up  Area,Ready To Move,4 BHK,Maana E,Gokhale Nagar,3900,4,3,300
Super built-up  Area,18-Aug,2 BHK,Sryalan,Gultekdi,1000,2,1,28.88
Super built-up  Area,18-May,2 BHK,,Guruwar peth,982,2,2,24.55
Super built-up  Area,Ready To Move,2 BHK,Puachal,Hadapsar,1232,2,2,89
Super built-up  Area,19-Dec,3 BHK,Shestlo,Hadapsar Industrial Estate,1282,3,2,178
Super built-up  Area,Ready To Move,1 BHK,Prensya,Hingne Khurd,654,1,1,38.4
Built-up  Area,Ready To Move,2 BHK,,Jangali Maharaj Road,1181,2,0,55
Super built-up  Area,Ready To Move,3 BHK,Prityel,Kalyani Nagar,1075,2,1,45
Plot  Area,Ready To Move,4 Bedroom,,Karve Nagar,1200,4,2,245
Super built-up  Area,Ready To Move,3 BHK,DSineun,Karve Road,1616,3,1,75
Built-up  Area,Ready To Move,5 Bedroom,,Kasba Peth,1800,6,0,44.5
Plot  Area,Ready To Move,6 Bedroom,,Katraj,1200,4,1,135
Super built-up  Area,20-Dec,3 BHK,Somns T,Khadaki,1306,3,2,54.65
Super built-up  Area,Ready To Move,3 BHK,Nillsre,Khadki,1626,3,3,89
Built-up  Area,Ready To Move,6 BHK,,Kharadi,2700,4,2,214
Super built-up  Area,Ready To Move,3 BHK,Sudama ,Kondhwa,1585,3,2,88
Super built-up  Area,Ready To Move,2 BHK,,Kondhwa Budruk,1370,2,1,56.17
Plot  Area,Ready To Move,5 Bedroom,,Kondhwa Khurd,3250,5,3,900
Super built-up  Area,Ready To Move,2 BHK,Goelsn ,Koregaon Park,1495,2,2,90
Super built-up  Area,Ready To Move,3 BHK,,Kothrud,2000,3,2,210
Plot  Area,Ready To Move,5 Bedroom,,Law College Road,2400,4,1,300
Plot  Area,Ready To Move,3 Bedroom,,Laxmi Road,1375,3,0,57
Super built-up  Area,Ready To Move,4 BHK,Brica E,Lulla Nagar,3630 - 3800,6,0,224.5
Built-up  Area,Ready To Move,3 BHK,,Mahatma Gandhi Road,1400,2,2,48
Super built-up  Area,Ready To Move,5 BHK,,Mangalwar peth,1100,5,0,135
Super built-up  Area,21-Dec,1 BHK,SudenEd,Manik Bagh,660 - 670,,,28.585
Plot  Area,Ready To Move,4 Bedroom,,Market yard,1200,4,2,215
Super built-up  Area,Ready To Move,2 BHK,,Model colony,1150,2,2,46
Super built-up  Area,Ready To Move,2 BHK,,Mukund Nagar,1080,2,1,54
Super built-up  Area,Ready To Move,3 BHK,Brtiael,Mundhawa,1645,3,2,100
Super built-up  Area,Ready To Move,3 BHK,AkletBa,Nagar Road,1760,3,3,176
Built-up  Area,Ready To Move,1 BHK,Raiyai ,Nana Peth,595,1,1,42
Plot  Area,Ready To Move,3 Bedroom,Prana S,Narayan Peth,1200,3,1,125
Super built-up  Area,18-Dec,4 BHK,Pehtsa ,Narayangaon,4000 - 5249,4,0,314.5
Built-up  Area,Ready To Move,2 BHK,Vaodak ,Navi Peth,1410,2,3,67
Built-up  Area,18-Dec,2 BHK,,Padmavati,1090,2,1,31.48
Plot  Area,Ready To Move,1 Bedroom,,Parvati Darshan,540,1,0,30
Super built-up  Area,Ready To Move,2 BHK,Maaveal,Pashan,1300,2,2,60
Built-up  Area,Ready To Move,3 BHK,ImiteEl,Paud Road,1890,2,2,85
Super built-up  Area,Ready To Move,2 BHK,SLwernf,Pirangut,1254,2,1,53
Built-up  Area,Ready To Move,7 Bedroom,,Prabhat Road,2800,7,2,125
Built-up  Area,Ready To Move,2 BHK,,Pune Railway Station,1275,2,,120
Super built-up  Area,Ready To Move,3 BHK,,Rasta Peth,1245,2,2,68.48
Built-up  Area,Ready To Move,2 BHK,TealdEm,Raviwar Peth,1170,2,2,86
Super built-up  Area,18-Apr,2 BHK,Prcesvy,Sadashiv Peth,1193,2,1,86
Super built-up  Area,18-Dec,2 BHK,,Sahakar Nagar,850,2,1,25.4
Super built-up  Area,Ready To Move,3 BHK,PadgeOa,Salunke Vihar,1678,3,3,70
Built-up  Area,Ready To Move,3 BHK,NDrelau,Sasson Road,1600,3,3,75
Super built-up  Area,Ready To Move,3 BHK,GaicaVe,Satara Road,1750,3,2,84
Super built-up  Area,18-Nov,2 BHK,,Senapati Bapat Road,1125,2,2,62
Plot  Area,Ready To Move,4 Bedroom,,Shaniwar Peth,2200,4,3,235
Plot  Area,Ready To Move,3 Bedroom,CoiewSy,Shivaji Nagar,1500Sq. Meter,3,1,95
Built-up  Area,Ready To Move,3 BHK,Peentn ,Shukrawar Peth,2800,2,0,200
Plot  Area,Ready To Move,2 Bedroom,,Sinhagad Road,1200,2,1,120
Built-up  Area,Ready To Move,2 BHK,Riave E,Somwar Peth,1000,2,1,50
Built-up  Area,Ready To Move,4 BHK,,Swargate,2780,5,2,480
Built-up  Area,18-Dec,3 BHK,Sryalan,Tilak Road,1320,2,1,38.13
Super built-up  Area,Ready To Move,27 BHK,,Uruli Devachi,8000,27,0,230
Super built-up  Area,Ready To Move,4 BHK,AWharde,Vadgaon Budruk,2422,4,2,160
Built-up  Area,Ready To Move,2 BHK,TNaldme,Wadgaon Sheri,1100,2,1,50
Built-up  Area,Ready To Move,2 BHK,Gaent R,Viman Nagar,882,2,1,30
Super built-up  Area,Ready To Move,2 BHK,Prityel,Vishrant Wadi,845,2,1,37
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,Wagholi,883,2,1,39
Super built-up  Area,Ready To Move,1 BHK,Bhmesy ,Wakadewadi,620 - 933,,,48.145
Super built-up  Area,Ready To Move,3 BHK,Gotaten,Wanowrie,1595,3,3,88
Built-up  Area,Ready To Move,2 BHK,Gotis A,Warje,1280,2,0,85
Built-up  Area,Ready To Move,4 Bedroom,,Yerawada,1700,2,1,550
Super built-up  Area,Ready To Move,2 BHK,NaaveEn,,920,2,0,35
Super built-up  Area,Ready To Move,2 BHK,GRlpank,Alandi Road,1300,2,3,57
Super built-up  Area,Ready To Move,2 BHK,Malex C,Ambegaon Budruk,1450,1,0,230
Super built-up  Area,Ready To Move,3 BHK,SosicCl,Anandnagar,1757,3,2,132
Super built-up  Area,Ready To Move,1 BHK,,Aundh,600,1,1,16.5
Built-up  Area,Ready To Move,4 Bedroom,,Aundh Road,2400,3,2,142
Super built-up  Area,Ready To Move,2 BHK,,Balaji Nagar,1240,2,1,44
Plot  Area,Ready To Move,10 Bedroom,,Baner,750,10,,90
Super built-up  Area,18-Feb,2 BHK,BrontLa,Baner road,1330,2,1,93.36
Super built-up  Area,Ready To Move,2 BHK,MBodsen,Bhandarkar Road,1062,2,1,42.47
Built-up  Area,Ready To Move,2 BHK,DSillto,Bhavani Peth,1078,2,2,45
Super built-up  Area,Ready To Move,3 BHK,SNity S,Bibvewadi,1460,2,2,72
Plot  Area,18-Dec,3 Bedroom,,Bopodi,1200,3,2,68.5
Super built-up  Area,Ready To Move,1 BHK,,Budhwar Peth,1200,1,1,48
Super built-up  Area,Ready To Move,3 BHK,,Bund Garden Road,912,2,1,39
Super built-up  Area,19-Mar,3 BHK,Sosisic,Camp,142.61Sq. Meter,3,1,115
Plot  Area,Ready To Move,5 Bedroom,,Chandan Nagar,2400,5,1,625
Plot  Area,Ready To Move,4 Bedroom,Prigh L,Dapodi,2028,4,3,162
Super built-up  Area,19-Apr,2 BHK,Brama P,Deccan Gymkhana,980,2,1,45.47
Built-up  Area,Ready To Move,2 BHK,Usquaya,Dehu Road,1000,2,2,40
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,Dhankawadi,1050,2,1,62
Built-up  Area,18-Dec,3 Bedroom,,Dhayari Phata,2611,3,1,239
Super built-up  Area,Ready To Move,3 BHK,Saiewas,Dhole Patil Road,1875,2,2,150
Super built-up  Area,Ready To Move,2 BHK,,Erandwane,1065,2,1,42.6
Built-up  Area,Ready To Move,3 BHK,,Fatima Nagar,1800,3,2,180
Super built-up  Area,Ready To Move,2 BHK,,Fergusson College Road,1163,2,2,98.86
Super built-up  Area,Ready To Move,2 BHK,,Ganesh Peth,1098,2,1,72
Built-up  Area,Ready To Move,3 BHK,Shlashi,Ganeshkhind,1725,2,2,100
Plot  Area,Ready To Move,4 Bedroom,,Ghorpade Peth,4000,4,2,330
Super built-up  Area,Ready To Move,2 BHK,Adity S,Ghorpadi,1128,2,2,75
Plot  Area,Ready To Move,8 Bedroom,,Gokhale Nagar,1320,6,2,200
Super built-up  Area,Ready To Move,3 BHK,Prensya,Gultekdi,1705,3,1,74.16
Super built-up  Area,Ready To Move,2 BHK,,Guruwar peth,1418,2,2,95
Built-up  Area,Ready To Move,3 Bedroom,,Hadapsar,1500,3,1,160
Built-up  Area,Ready To Move,2 BHK,AkncyRe,Hadapsar Industrial Estate,1100,2,2,50
Super built-up  Area,Ready To Move,3 BHK,,Hingne Khurd,1464,3,2,56
Super built-up  Area,18-May,2 BHK,Arcia S,Jangali Maharaj Road,812,2,2,55
Super built-up  Area,19-Dec,4 BHK,Shestlo,Kalyani Nagar,2695 - 2940,,,204
Super built-up  Area,Ready To Move,2 BHK,,Karve Nagar,1280,2,2,40
Super built-up  Area,Ready To Move,2 BHK,BruntPa,Karve Road,1420,2,2,136
Plot  Area,Ready To Move,11 Bedroom,,Kasba Peth,1200,11,0,170
Plot  Area,Ready To Move,6 Bedroom,,Katraj,727,6,2,66
Plot  Area,Ready To Move,4 Bedroom,,Khadaki,1200,2,1,150
Super built-up  Area,18-May,4 BHK,Jaades ,Khadki,2774,4,,207
Super built-up  Area,Ready To Move,3 BHK,,Kharadi,2000,3,2,85
Super built-up  Area,Ready To Move,3 BHK,Gats He,Kondhwa,1722,3,,95
Super built-up  Area,Ready To Move,3 BHK,ToSky F,Kondhwa Budruk,2800,3,1,330
Plot  Area,Immediate Possession,,Orana N,Kondhwa Khurd,2000 - 5634,,,124
Carpet  Area,Ready To Move,3 BHK,Fanorrt,Koregaon Park,1650,3,3,175
Built-up  Area,Ready To Move,2 BHK,Raave E,Kothrud,840,2,2,27
Built-up  Area,Ready To Move,2 BHK,DLhtsan,Law College Road,914,2,2,47
Super built-up  Area,19-Mar,3 BHK,Puachal,Laxmi Road,1482,2,2,83.73
Super built-up  Area,17-Dec,3 BHK,Dieldli,Lulla Nagar,1724,3,2,127
Super built-up  Area,Ready To Move,3 BHK,Vadidpl,Mahatma Gandhi Road,1670,3,3,91.86
Super built-up  Area,Ready To Move,2 BHK,,Mangalwar peth,1184,2,3,53
Super built-up  Area,Ready To Move,2 BHK,,Manik Bagh,1200,2,1,55
Plot  Area,Ready To Move,2 Bedroom,,Market yard,1200,2,0,65
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,Model colony,927,2,2,55
Super built-up  Area,Ready To Move,2 BHK,,Mukund Nagar,1242,2,3,39.7
Built-up  Area,18-Aug,3 BHK,Sryalan,Mundhawa,1220,3,1,35.23
Built-up  Area,Ready To Move,3 BHK,GMown E,Nagar Road,1360,2,1,75
